TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
the	O	_	O	_	_	O	_	_	_
extreme	O	_	O	_	_	O	_	_	_
left	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
had	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
Thessalians	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	EndOfSentence

# hipe2022:original_source = data/preparation/corpus/en/retokenized/sophoclesplaysa05campgoog_0050.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = sophoclesplaysa05campgoog_0050
# hipe2022:date = 1896-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophocles: The Plays and Fragments
# ajmc:publication_place = London
# ajmc:publication_date = 1896
# ajmc:page = 50
# ajmc:author = Jebb, Richard Claverhouse
§	O	_	O	_	_	O	_	_	_
13	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
In	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
final	O	_	O	_	_	O	_	_	_
soliloquy	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Ajax	B-pers	_	B-pers.myth	_	_	O	Q172725	_	NoSpaceAfter|LED0.00
,	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
change	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
mood	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
obscured	O	_	O	_	_	O	_	_	_
by	O	_	O	_	_	O	_	_	_
another	O	_	O	_	_	O	_	_	_
sentiment	O	_	O	_	_	O	_	_	_
which	O	_	O	_	_	O	_	_	_
moderns	O	_	O	_	_	O	_	_	_
might	O	_	O	_	_	O	_	_	_
think	O	_	O	_	_	O	_	_	_
inconsistent	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
it	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
-	O	_	O	_	_	O	_	_	_
viz	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
fierce	O	_	O	_	_	O	_	_	_
vindictivenes	O	_	O	_	_	O	_	_	_
towards	O	_	O	_	_	O	_	_	_
those	O	_	O	_	_	O	_	_	_
who	O	_	O	_	_	O	_	_	_
had	O	_	O	_	_	O	_	_	_
given	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
award	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
arms	O	_	O	_	_	O	_	_	_
against	O	_	O	_	_	O	_	_	_
him	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
vv	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
835	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
ff	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	EndOfSentence
And	O	_	O	_	_	O	_	_	_
I	O	_	O	_	_	O	_	_	_
call	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	_
help	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
maidens	O	_	O	_	_	O	_	_	_
who	O	_	O	_	_	O	_	_	_
live	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	_
ever	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
ever	O	_	O	_	_	O	_	_	_
look	O	_	O	_	_	O	_	_	_
on	O	_	O	_	_	O	_	_	_
all	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
woes	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
men	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
dread	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
far	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
striding	O	_	O	_	_	O	_	_	_
Furies	B-pers	_	B-pers.myth	_	_	O	Q6019476	_	NoSpaceAfter|LED0.00
;	O	_	O	_	_	O	_	_	_
let	O	_	O	_	_	O	_	_	_
them	O	_	O	_	_	O	_	_	_
mark	O	_	O	_	_	O	_	_	_
how	O	_	O	_	_	O	_	_	_
my	O	_	O	_	_	O	_	_	_
miserable	O	_	O	_	_	O	_	_	_
life	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
blasted	O	_	O	_	_	O	_	_	_
by	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
Atreidae	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
And	O	_	O	_	_	O	_	_	_
may	O	_	O	_	_	O	_	_	_
they	O	_	O	_	_	O	_	_	_
overtake	O	_	O	_	_	O	_	_	_
those	O	_	O	_	_	O	_	_	_
evil	O	_	O	_	_	O	_	_	_
men	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
doom	O	_	O	_	_	O	_	_	_
most	O	_	O	_	_	O	_	_	_
evil	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
utter	O	_	O	_	_	O	_	_	_
blight	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Come	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ye	O	_	O	_	_	O	_	_	_
swift	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
vengeful	O	_	O	_	_	O	_	_	_
Furies	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
glut	O	_	O	_	_	O	_	_	_
your	O	_	O	_	_	O	_	_	_
wrath	O	_	O	_	_	O	_	_	_
on	O	_	O	_	_	O	_	_	_
al	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
host	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
spare	O	_	O	_	_	O	_	_	_
not	O	_	O	_	_	O	_	_	NoSpaceAfter
]	O	_	O	_	_	O	_	_	EndOfSentence
To	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
ancients	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
however	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
such	O	_	O	_	_	O	_	_	_
utterances	O	_	O	_	_	O	_	_	_
would	O	_	O	_	_	O	_	_	_
have	O	_	O	_	_	O	_	_	_
seemed	O	_	O	_	_	O	_	_	_
perfectly	O	_	O	_	_	O	_	_	_
compatible	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
altered	O	_	O	_	_	O	_	_	_
mood	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Ajax	B-pers	_	B-pers.myth	_	_	O	Q172725	_	NoSpaceAfter|LED0.00
.	O	_	O	_	_	O	_	_	EndOfSentence
He	O	_	O	_	_	O	_	_	_
has	O	_	O	_	_	O	_	_	_
come	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
see	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
erred	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
over	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
weening	O	_	O	_	_	O	_	_	_
self	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	_
reliance	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
‘yields	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
gods	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
acknowledges	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
office	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
human	O	_	O	_	_	O	_	_	_
rulers	O	_	O	_	_	O	_	_	_
claims	O	_	O	_	_	O	_	_	_
respect	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
but	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
also	O	_	O	_	_	O	_	_	_
feels	O	_	O	_	_	O	_	_	_
implacable	O	_	O	_	_	O	_	_	NoSpaceAfter
resentment	O	_	O	_	_	O	_	_	_
for	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
wrong	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
‘Benefit	O	_	O	_	_	O	_	_	_
thy	O	_	O	_	_	O	_	_	_
friends	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
hurt	O	_	O	_	_	O	_	_	_
thy	O	_	O	_	_	O	_	_	_
foes	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	_
was	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
received	O	_	O	_	_	O	_	_	_
Greek	O	_	O	_	_	O	_	_	_
maxim	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Now	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
again	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
higher	O	_	O	_	_	O	_	_	_
ethical	O	_	O	_	_	O	_	_	_
teaching	O	_	O	_	_	O	_	_	_
declares	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
just	O	_	O	_	_	O	_	_	_
man	O	_	O	_	_	O	_	_	_
will	O	_	O	_	_	O	_	_	_
not	O	_	O	_	_	O	_	_	_
knowingly	O	_	O	_	_	O	_	_	_
injure	O	_	O	_	_	O	_	_	_
any	O	_	O	_	_	O	_	_	_
one1	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
But	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
man	O	_	O	_	_	O	_	_	_
might	O	_	O	_	_	O	_	_	_
be	O	_	O	_	_	O	_	_	_
morally	O	_	O	_	_	O	_	_	_
good	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
ordinary	O	_	O	_	_	O	_	_	_
Greek	O	_	O	_	_	O	_	_	_
view	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
also	O	_	O	_	_	O	_	_	_
pious	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
εὐσεβής	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
without	O	_	O	_	_	O	_	_	_
accepting	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
doctrine	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
Solon	B-pers	_	B-pers.other	_	_	O	Q133337	_	NoSpaceAfter|LED0.00
,	O	_	O	_	_	O	_	_	_
who	O	_	O	_	_	O	_	_	_
was	O	_	O	_	_	O	_	_	_
esteemed	O	_	O	_	_	O	_	_	_
both	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
prays	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
may	O	_	O	_	_	O	_	_	_
be	O	_	O	_	_	O	_	_	_
sweet	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
friends	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
bitter	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
foena	O	_	O	_	_	O	_	_	NoSpaceAfter
”	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	EndOfSentence
Pinder	B-pers	_	B-pers.author	_	_	O	Q134929	_	NoSpaceAfter|LED0.17
,	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
pre	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
eminently	O	_	O	_	_	O	_	_	_
religious	O	_	O	_	_	O	_	_	_
poet	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
who	O	_	O	_	_	O	_	_	_
speaks	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
voice	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Delphi	B-loc	_	B-loc	_	_	O	Q17652439	_	NoSpaceAfter|LED0.00
,	O	_	O	_	_	O	_	_	_
expresses	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
like	O	_	O	_	_	O	_	_	_
sentiment	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
A	O	_	O	_	_	O	_	_	_
striking	O	_	O	_	_	O	_	_	_
parallel	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
case	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Ajax	B-pers	_	B-pers.myth	_	_	O	Q172725	_	LED0.00
here	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
presented	O	_	O	_	_	O	_	_	_
by	O	_	O	_	_	O	_	_	_
that	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Oedipus	B-work	_	B-work.primlit	_	_	O	Q294001	_	LED0.00
at	I-work	_	I-work.primlit	_	_	O	Q294001	_	LED0.00
Colonus	I-work	_	I-work.primlit	_	_	O	Q294001	_	NoSpaceAfter|LED0.00
.	O	_	O	_	_	O	_	_	EndOfSentence
Oedipus	B-pers	_	B-pers.myth	_	_	O	Q130890	_	LED0.00
has	O	_	O	_	_	O	_	_	_
found	O	_	O	_	_	O	_	_	_
rest	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
peace	O	_	O	_	_	O	_	_	_
at	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
shrine	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
Eumenides	B-pers	_	B-pers.myth	_	_	O	Q11985103	_	NoSpaceAfter|LED0.00
;	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
has	O	_	O	_	_	O	_	_	_
been	O	_	O	_	_	O	_	_	_
reconciled	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
gods	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
already	O	_	O	_	_	O	_	_	_
invested	O	_	O	_	_	O	_	_	_
with	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
kind	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
sanctity	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
on	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
waylike	O	_	O	_	_	O	_	_	NoSpaceAfter
Ajax	B-pers	_	B-pers.myth	_	_	O	Q172725	_	NoSpaceAfter|LED0.00
-	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
consecration	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
hero	O	_	O	_	_	O	_	_	NoSpaceAfter
:	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
it	O	_	O	_	_	O	_	_	_
is	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
these	O	_	O	_	_	O	_	_	_
circumstances	O	_	O	_	_	O	_	_	NoSpaceAfter
that	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
utters	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
appalling	O	_	O	_	_	O	_	_	_
imprecations	O	_	O	_	_	O	_	_	_
on	O	_	O	_	_	O	_	_	_
his	O	_	O	_	_	O	_	_	_
sons	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
Stit	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
one	O	_	O	_	_	O	_	_	_
respect	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
vindictiveness	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
Ajax	B-pers	_	B-pers.myth	_	_	O	Q172725	_	LED0.00
must	O	_	O	_	_	O	_	_	_
appear	O	_	O	_	_	O	_	_	_
monstrous	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
he	O	_	O	_	_	O	_	_	_
invokes	O	_	O	_	_	O	_	_	_
destruction	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
not	O	_	O	_	_	O	_	_	_
only	O	_	O	_	_	O	_	_	_
on	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
chiefs	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
but	O	_	O	_	_	O	_	_	EndOfSentence
1	O	_	O	_	_	O	_	_	_
E	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
g	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Plat	B-pers	_	B-pers.author	_	_	O	Q859	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-pers	_	I-pers.author	_	_	O	Q859	_	InPrimaryReference|LED0.00
Rep	B-work	_	B-work.primlit	_	_	O	Q123397	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	_	I-work.primlit	_	_	O	Q123397	_	InPrimaryReference|LED0.00
1	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
p	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
335	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
D	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
οὐκ	O	_	O	_	_	O	_	_	_
ἄρα	O	_	O	_	_	O	_	_	_
τοῦ	O	_	O	_	_	O	_	_	_
δικαίου	O	_	O	_	_	O	_	_	_
βλάπτειν	O	_	O	_	_	O	_	_	_
ἔργον	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
οὔτε	O	_	O	_	_	O	_	_	_
φίλον	O	_	O	_	_	O	_	_	_
οὔτ	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	_
ἄλλον	O	_	O	_	_	O	_	_	_
οὐδένα	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
opposition	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
the	O	_	O	_	_	O	_	_	_
common	O	_	O	_	_	O	_	_	_
maxim	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
fb	B-work	_	B-work.primlit	_	_	O	Q123397	_	InPrimaryReference|NoSpaceAfter|LED0.33
.	I-work	_	I-work.primlit	_	_	O	Q123397	_	InPrimaryReference|LED0.33
Α	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
)	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
δίκαιον	O	_	O	_	_	O	_	_	_
εἶναι	O	_	O	_	_	O	_	_	_
τὸν	O	_	O	_	_	O	_	_	_
μὲν	O	_	O	_	_	O	_	_	_
φίλον	O	_	O	_	_	O	_	_	_
εὖ	O	_	O	_	_	O	_	_	_
ποιεῖν	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
τὸν	O	_	O	_	_	O	_	_	_
δὲ	O	_	O	_	_	O	_	_	_
ἐχθρὸν	O	_	O	_	_	O	_	_	_
κακῶς	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
2	O	_	O	_	_	O	_	_	_
Frag	B-work	_	B-work.fragm	_	_	O	NIL	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	_	I-work.fragm	_	_	O	NIL	_	InPrimaryReference|LED0.00
13	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
5	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
(	O	_	O	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
Bergk	B-pers	_	B-pers.editor	_	_	O	Q77598	_	InPrimaryReference|NoSpaceAfter|LED0.00
)	O	_	O	_	_	O	_	_	InPrimaryReference|NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
εἶναι	O	_	O	_	_	O	_	_	_
δὲ	O	_	O	_	_	O	_	_	_
γλυκὺν	O	_	O	_	_	O	_	_	_
ὧδε	O	_	O	_	_	O	_	_	_
φίλοις	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ἐχθροῖσι	O	_	O	_	_	O	_	_	_
δὲ	O	_	O	_	_	O	_	_	_
πικρόν	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence
3	O	_	O	_	_	O	_	_	_
Pyth	B-work	_	B-work.primlit	_	_	O	Q3411444	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	_	I-work.primlit	_	_	O	Q3411444	_	InPrimaryReference|LED0.00
2	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
83	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
φίλον	O	_	O	_	_	O	_	_	_
εἴη	O	_	O	_	_	O	_	_	_
φιλεῖν·	O	_	O	_	_	O	_	_	_
|	O	_	O	_	_	O	_	_	_
ποτὶ	O	_	O	_	_	O	_	_	_
δ	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	_
ἐχθρὸν	O	_	O	_	_	O	_	_	_
ἄι	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	_
ἐχθρὸς	O	_	O	_	_	O	_	_	_
ἐὼν	O	_	O	_	_	O	_	_	_
λύκοιο	O	_	O	_	_	O	_	_	_
δίκαν	O	_	O	_	_	O	_	_	_
ὑποθεύσομαι	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence

# hipe2022:original_source = data/preparation/corpus/en/retokenized/sophoclesplaysa05campgoog_0097.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = sophoclesplaysa05campgoog_0097
# hipe2022:date = 1896-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophocles: The Plays and Fragments
# ajmc:publication_place = London
# ajmc:publication_date = 1896
# ajmc:page = 97
# ajmc:author = Jebb, Richard Claverhouse
sense	O	_	O	_	_	O	_	_	_
of	O	_	O	_	_	O	_	_	_
looking	O	_	O	_	_	O	_	_	_
about	O	_	O	_	_	O	_	_	_
anxiously	O	_	O	_	_	O	_	_	_
forsomeone	O	_	O	_	_	O	_	_	NoSpaceAfter
or	O	_	O	_	_	O	_	_	_
something	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
Il	B-work	_	B-work.primlit	_	_	O	Q8275	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	_	I-work.primlit	_	_	O	Q8275	_	InPrimaryReference|LED0.00
17	B-scope	_	B-scope	_	_	O	_	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
115	I-scope	_	I-scope	_	_	O	_	_	InPrimaryReference|LED0.00
παπταίνων	O	_	O	_	_	O	_	_	_
Αἴαντα	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
and	O	_	O	_	_	O	_	_	_
so	O	_	O	_	_	O	_	_	_
comes	O	_	O	_	_	O	_	_	_
to	O	_	O	_	_	O	_	_	_
denote	O	_	O	_	_	O	_	_	_
restless	O	_	O	_	_	O	_	_	_
search	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
as	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Pind	B-pers	_	B-pers.author	_	_	O	Q134929	_	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-pers	_	I-pers.author	_	_	O	Q134929	_	InPrimaryReference|LED0.00
